dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,date,reserve0,reserve1,reserveUSD,liquidityDepth,priceOfA,ratio,ratioChange,buy,sell,holdA,holdB,HoldAsB,HoldAsA,dailyROIA,dailyROIB,ROIAsB,TotROIA,TotROIB,TotROIAsB,1
3887615.825253985601868057,53445.574390616141384918,18773593.53819004937896289110938318,2020-09-26 00:00:00,5010649.048084023877659739,68497.320072448884105458,48382619.08064176738721985691566335,343216031617.32275,0.013670348774205398,25106603883065.34,1.04%,0,1.04%,73.15102317556824,1,2.0,73.16469352434245,1.994766292051828,1.9748195710130871,3.939303513141158,582.5443455336575,726.2985295913539,423101.10158285307,12
3291753.197605212793574136,45135.37867138452255672,16010758.5225307641929922431866564,2020-09-27 00:00:00,5067123.260664878396939336,68312.700379666210216438,48486190.54857982690623112031492506,346148873092.63715,0.013481554891305845,25675738138771.07,-2.27%,-2.27%,0,74.17542027328706,1,2.0,74.18890182817836,2.0112708377774826,1.9973047165555178,4.0171207305635335,1171.6544538840146,1450.6394787801485,1699648.2062927466,13
3663793.950112578390113792,46406.385017321984839896,16664231.17259889824720272545643021,2020-09-28 00:00:00,5108859.443293243895057969,61032.128196808412861673,43133014.70240131778532225361546307,311804564482.5485,0.011946331441341482,26100444811326.55,-1.65%,-1.65%,0,83.70770599410957,1,2.0,83.71965232555091,2.0082366622008894,1.8934228607214463,3.8024412059500965,2352.9594297208396,2746.6739517873766,6462812.375226711,14
2983903.490386311962573347,35550.969560033136886135,12563185.05032058235352729208569788,2020-09-29 00:00:00,4761671.231926660570762716,57603.859910172484694382,41259870.87445911618111897693157413,274290642582.2018,0.012097403853492188,22673512920957.965,13.13%,0,13.13%,82.6623639345005,1,2.0,82.67446133835399,1.9320419331907122,1.9438284656307427,3.755558106528356,4546.016285317167,5339.0630132907845,24271467.406754453,15
3180854.723185458460552885,36609.897818403409613012,12983140.59856249498379471642858486,2020-09-30 00:00:00,4958144.77204391485314689,57110.231650485995551415,40972043.93397364490390895713812273,283160796488.07404,0.0115184679504514,24583199580546.402,-8.42%,-8.42%,0,86.81710139765686,1,2.0,86.82861986560731,2.041261466940412,1.991430639188828,4.065030627860669,9279.607871301523,10632.373669227096,98664258.39157882,16
6017753.213283879689104068,71463.754815084654291595,25334536.41605535216194584005832081,2020-10-01 00:00:00,5839348.926542290054662682,70486.080970060343286394,49495323.3731106166858726309192528,411592821248.6948,0.012070880136939846,34097995885910.598,-38.70%,-38.70%,0,82.84400049170858,1,2.0,82.85607137184553,2.177728605156302,2.2342110850019727,4.865505389766095,20208.467505966906,23754.967111670278,480051480.98150134,17
4213160.138947484908316176,48011.264130021419771714,16414392.73639945858156271269235352,2020-10-02 00:00:00,6168280.074601044683527552,69199.879219840715486534,47651316.47630716295251621145588519,426844236156.5424,0.01121866685411759,38047679078720.27,-11.58%,-11.58%,0,89.13715087572724,1,2.0,89.14836954258136,2.0563301066945368,1.9817524008638534,4.075137125910522,41555.280142678006,47076.46310599445,1956275612.4960449,18
2649298.086352343303617129,30032.339012987817580664,10414835.04358502632833862941289673,2020-10-03 00:00:00,6186439.126622028237905243,69353.645186277827642352,48058756.77552982101949674358836762,429052104154.25073,0.01121059203311791,38272029067399.93,-0.59%,-0.59%,0,89.20135502619644,1,2.0,89.21256561822956,2.0029439409043306,2.0022220554164356,4.010338534241365,83232.89657435897,94257.53272182021,7845327472.389518,19
3241911.627947646509237146,34921.980661965325947934,12121713.93394075779380333811094034,2020-10-04 00:00:00,6295413.445439741705372877,66641.978495777482257774,46788142.18300289526820106624311462,419538807453.02374,0.010585798545773266,39632230449023.484,-3.55%,-3.55%,0,94.46618464124121,1,2.0,94.47677043978699,2.017615031294621,1.96090087718941,3.956343084696161,167931.9432266172,184829.6785959268,31038807092.565083,20
6425710.125820835235316987,62479.854818331437754489,21909227.01965850972363567574554838,2020-10-05 00:00:00,6573853.016745871414325897,61678.959363174533710038,43409150.13247607069292594947563298,405468413079.35095,0.009382467056390969,43215543485778.805,-9.04%,-9.04%,0,106.58177577280586,1,2.0,106.59115823986225,2.0442289571160455,1.92552713402833,3.936218325093381,343291.34116861864,355894.5613101923,122175521266.79308,21
7813411.104829979123536598,67199.659950510527771726,23309297.65809530652250726419142849,2020-10-06 00:00:00,7044797.373340530308021248,56127.576975084587478107,37958937.8312605053828972032985145,395407406846.0443,0.007967237948885077,49629170031425.64,-14.84%,-14.84%,0,125.51401205984295,1,2.0,125.52197929779184,2.071639015261674,1.9099955244801943,3.956821247488354,711175.7359664164,679757.0192893094,483426698471.4121,22
